w,c,r_ind,R_ind,sigma_hat_risky,sigma_hat_ind,kappa,e,kappa_lev,MA_long,MA_short
[1.08060668],[-0.08060668],[-0.00638144],[5.29358978],[0.01238433],[0.00937587],[0.34803367],[-0.00778126],0.0,[5.29358978],[5.29358978]
[1.07363629],[-0.07363629],[0.01111867],[5.35244747],[0.01237385],[0.00938632],[0.34071593],[-0.00666796],0.0,[5.35244747],[5.35244747]
[0.95461038],[0.04538962],[0.01529285],[5.43430165],[0.01238494],[0.00942882],[0.22410857],[-0.00215002],0.0,[5.43430165],[5.43430165]
[0.96524568],[0.03475432],[-0.00163721],[5.42540458],[0.01235158],[0.0094037],[0.23249067],[-0.00481746],0.0,[5.42540458],[5.42540458]
[1.03766066],[-0.03766066],[0.00205217],[5.43653846],[0.01231866],[0.0093791],[0.30216285],[-0.0074367],0.0,[5.43653846],[5.43653846]
[1.14333727],[-0.14333727],[-0.00342127],[5.41793862],[0.01228724],[0.00935677],[0.3965918],[-0.00982041],0.0,[5.41793862],[5.41793862]
[1.2434755],[-0.2434755],[0.00659029],[5.45364441],[0.01226097],[0.00934383],[0.47841042],[-0.01120458],0.0,[5.45364441],[5.45364441]
[1.38472987],[-0.38472987],[0.00245424],[5.46702897],[0.01222819],[0.00931994],[0.58332811],[-0.01376492],0.0,[5.46702897],[5.46702897]
[1.38279857],[-0.38279857],[0.01252157],[5.53548474],[0.01221314],[0.0093405],[0.58070092],[-0.01156147],0.0,[5.53548474],[5.53548474]
[1.39079051],[-0.39079051],[0.00898544],[5.58522348],[0.01218921],[0.00933858],[0.58450281],[-0.01176609],0.0,[5.58522348],[5.58522348]
[1.49379949],[-0.49379949],[0.00156659],[5.59397322],[0.01215604],[0.00931366],[0.65322804],[-0.01443907],0.0,[5.59397322],[5.59397322]
[1.26919771],[-0.26919771],[0.01838966],[5.69684449],[0.01215715],[0.00938742],[0.49038168],[-0.00655071],0.0,[5.69684449],[5.69684449]
[1.23610193],[-0.23610193],[-0.00456242],[5.67085309],[0.01212663],[0.00936773],[0.46144603],[-0.00865021],0.0,[5.67085309],[5.67085309]
[1.27305945],[-0.27305945],[-0.00588319],[5.63749036],[0.0120984],[0.00935215],[0.48857555],[-0.0103141],0.0,[5.63749036],[5.63749036]
[1.33646208],[-0.33646208],[-0.00675784],[5.5993931],[0.0120715],[0.00933989],[0.53495252],[-0.01162659],0.0,[5.5993931],[5.5993931]
[1.44255952],[-0.44255952],[0.0047821],[5.62616998],[0.01204132],[0.00932096],[0.60884214],[-0.01365464],0.0,[5.62616998],[5.62616998]
[1.45844796],[-0.45844796],[-0.01104254],[5.56404276],[0.01202147],[0.00933128],[0.6181463],[-0.01254901],0.0,[5.56404276],[5.56404276]
1.5,-0.5,[-0.00622725],[5.52939406],[0.01199253],[0.00931707],[0.66089127],[-0.01407272],0.0,[5.52939406],[5.52939406]
[1.34686321],[-0.34686321],[0.01653432],[5.62081884],[0.01198767],[0.00937184],[0.53573586],[-0.00821161],0.0,[5.62081884],[5.62081884]
[1.35879701],[-0.35879701],[0.00038124],[5.6229617],[0.01195476],[0.00934614],[0.54180865],[-0.01095763],0.0,[5.6229617],[5.6229617]
[1.43059275],[-0.43059275],[0.00537144],[5.65316511],[0.01192559],[0.00932895],[0.59085437],[-0.012798],0.0,[5.65316511],[5.65316511]
[1.23532302],[-0.23532302],[0.01748406],[5.75200538],[0.01192747],[0.00939303],[0.44425586],[-0.00595315],0.0,[5.75200538],[5.75200538]
[1.23015573],[-0.23015573],[0.00174063],[5.7620175],[0.01189518],[0.00936811],[0.43735354],[-0.00860902],0.0,[5.7620175],[5.7620175]
[1.31193035],[-0.31193035],[-0.00215468],[5.7496022],[0.0118632],[0.00934374],[0.49901979],[-0.01121372],0.0,[5.7496022],[5.7496022]
[1.32432909],[-0.32432909],[-0.01079078],[5.68755952],[0.01184616],[0.00935229],[0.50698894],[-0.01029916],0.0,[5.68755952],[5.68755952]
[1.41480927],[-0.41480927],[-0.00343204],[5.66803961],[0.01181514],[0.00933007],[0.57045559],[-0.01267844],0.0,[5.66803961],[5.66803961]
1.5,-0.5,[0.00369699],[5.68899432],[0.01178432],[0.00930847],[0.6601317],[-0.01499616],0.0,[5.68899432],[5.68899432]
1.5,-0.5,[0.01000935],[5.74593746],[0.01176249],[0.00931246],[0.69425872],[-0.01456771],0.0,[5.74593746],[5.74593746]
1.5,-0.5,[0.01118921],[5.81022996],[0.01174335],[0.00932378],[0.68093363],[-0.01335217],0.0,[5.81022996],[5.81022996]
[1.4910064],[-0.4910064],[0.0127118],[5.88408843],[0.01172809],[0.00934572],[0.61551743],[-0.01100202],0.0,[5.88408843],[5.88408843]
1.5,-0.5,[-0.00155342],[5.87494797],[0.01169611],[0.00932076],[0.649669],[-0.01367641],0.0,[5.87494797],[5.87494797]
1.5,-0.5,[0.0055088],[5.90731188],[0.01166723],[0.00930411],[0.7114462],[-0.01546447],0.0,[5.90731188],[5.90731188]
1.5,-0.5,[0.01081582],[5.97120427],[0.0116476],[0.00931307],[0.71826367],[-0.01450162],0.0,[5.97120427],[5.97120427]
1.5,-0.5,[0.00268871],[5.98725909],[0.0116164],[0.00928963],[0.78469107],[-0.01702237],0.0,[5.98725909],[5.98725909]
1.5,-0.5,[-0.00941569],[5.9308849],[0.01159368],[0.00929032],[0.81603106],[-0.01694742],0.0,[5.9308849],[5.9308849]
1.5,-0.5,[-0.00010351],[5.93027102],[0.01156184],[0.00926481],[0.90045709],[-0.01969766],0.0,[5.93027102],[5.93027102]
1.5,-0.5,[0.00656164],[5.96918334],[0.01153473],[0.00925213],[0.95022855],[-0.02106668],0.0,[5.96918334],[5.96918334]
1.5,-0.5,[0.00397017],[5.99288199],[0.01150477],[0.0092314],[0.97511427],[-0.02330965],0.0,[5.99288199],[5.99288199]
1.5,-0.5,[6.04187358e-05],[5.99324407],[0.01147318],[0.00920605],[0.98755714],[-0.02606012],0.0,[5.99324407],[5.99324407]
1.5,-0.5,[-0.00977087],[5.93468487],[0.01145168],[0.00920924],[0.99377857],[-0.02571332],0.0,[5.93468487],[5.93468487]
1.5,-0.5,[0.01410437],[6.01838984],[0.01144166],[0.00924317],[0.99688928],[-0.02203577],0.0,[6.01838984],[6.01838984]
1.5,-0.5,[0.00306177],[6.03681675],[0.01141128],[0.00922057],[0.99844464],[-0.02448381],0.0,[6.03681675],[6.03681675]
1.5,-0.5,[-0.00424616],[6.01118346],[0.0113818],[0.00920062],[0.99922232],[-0.02664982],0.0,[6.01118346],[6.01118346]
1.5,-0.5,[-0.02102675],[5.88478781],[0.01139759],[0.00930659],[0.87957266],[-0.01519846],0.0,[5.88478781],[5.88478781]
1.5,-0.5,[-0.00438327],[5.85899317],[0.01136828],[0.0092867],[0.87322583],[-0.01733758],0.0,[5.85899317],[5.85899317]
1.5,-0.5,[-0.00705578],[5.81765341],[0.01134229],[0.00927592],[0.8990762],[-0.01849853],0.0,[5.81765341],[5.81765341]
1.5,-0.5,[0.01318623],[5.89436633],[0.01133007],[0.00930186],[0.84219332],[-0.01570621],0.0,[5.89436633],[5.89436633]
1.5,-0.5,[-0.00636466],[5.8568507],[0.01130322],[0.00928828],[0.85027534],[-0.01716715],0.0,[5.8568507],[5.8568507]
1.5,-0.5,[-0.01021454],[5.79702565],[0.01128329],[0.00929362],[0.83996536],[-0.01659311],0.0,[5.79702565],[5.79702565]
1.5,-0.5,[0.00059559],[5.80047831],[0.01125235],[0.00926819],[0.90329178],[-0.01933236],0.0,[5.80047831],[5.80047831]
1.5,-0.5,[-0.00097745],[5.79480862],[0.01122153],[0.00924302],[0.95164589],[-0.02205227],0.0,[5.79480862],[5.79480862]
1.5,-0.5,[0.00796097],[5.84094093],[0.01119773],[0.00923647],[0.97582294],[-0.02276094],0.0,[5.84094093],[5.84094093]
1.5,-0.5,[-0.01705743],[5.74130949],[0.01119842],[0.00929734],[0.89271797],[-0.01619226],0.0,[5.74130949],[5.74130949]
1.5,-0.5,[-0.01129026],[5.67648862],[0.01118139],[0.00930944],[0.81865799],[-0.01489196],0.0,[5.67648862],[5.67648862]
1.5,-0.5,[-0.01161209],[5.61057271],[0.01116522],[0.00932362],[0.74356661],[-0.0133695],0.0,[5.61057271],[5.61057271]
1.5,-0.5,[0.00019984],[5.61169391],[0.01113456],[0.00929802],[0.77475384],[-0.01611882],0.0,[5.61169391],[5.61169391]
1.5,-0.5,[0.01004677],[5.66807333],[0.01111521],[0.0093023],[0.77886353],[-0.01565946],0.0,[5.66807333],[5.66807333]
1.5,-0.5,[-0.00435348],[5.64339749],[0.0110867],[0.00928235],[0.83458946],[-0.01780631],0.0,[5.64339749],[5.64339749]
1.5,-0.5,[0.01647943],[5.73639744],[0.01108642],[0.00933698],[0.71575032],[-0.01193822],0.0,[5.73639744],[5.73639744]
[1.27730034],[-0.27730034],[-0.02022001],[5.62040742],[0.01110063],[0.009431],[0.40582969],[-0.00191818],0.0,[5.62040742],[5.62040742]
[1.10106414],[-0.10106414],[0.00908928],[5.67149287],[0.01108279],[0.00942916],[0.25574987],[-0.0021134],0.0,[5.67149287],[5.67149287]
[1.05959583],[-0.05959583],[0.00663028],[5.70909647],[0.01106138],[0.00941608],[0.21542698],[-0.00350208],0.0,[5.70909647],[5.70909647]
[0.9266689],[0.0733311],[0.01529895],[5.79643965],[0.01108278],[0.00945834],[0.08331275],[0.00097603],0.0,[5.79643965],[5.79643965]
[0.91950356],[0.08049644],[0.00407438],[5.82005657],[0.01105711],[0.00943719],[0.07323136],[-0.001263],0.0,[5.82005657],[5.82005657]
[0.98066554],[0.01933446],[-0.00161001],[5.81068625],[0.01102751],[0.00941202],[0.13494851],[-0.00393331],0.0,[5.81068625],[5.81068625]
[1.08260783],[-0.08260783],[0.00208248],[5.82278687],[0.01099834],[0.00938743],[0.23119651],[-0.00654889],0.0,[5.82278687],[5.82278687]
[1.19909763],[-0.19909763],[-0.00466568],[5.79561964],[0.01097275],[0.00936802],[0.33106354],[-0.00861861],0.0,[5.79561964],[5.79561964]
[1.28024341],[-0.28024341],[-0.00836527],[5.74713769],[0.01095472],[0.00936282],[0.39489973],[-0.00917472],0.0,[5.74713769],[5.74713769]
[1.40526903],[-0.40526903],[-0.00358035],[5.7265609],[0.01092655],[0.00934086],[0.48550327],[-0.01152214],0.0,[5.7265609],[5.7265609]
1.5,-0.5,[0.00166776],[5.73611142],[0.01089691],[0.00931602],[0.59737172],[-0.0141848],0.0,[5.73611142],[5.73611142]
1.5,-0.5,[0.01007387],[5.79389628],[0.01087853],[0.00932035],[0.64170036],[-0.01372058],0.0,[5.79389628],[5.79389628]
1.5,-0.5,[-0.00819095],[5.74643877],[0.01085605],[0.00931453],[0.67948694],[-0.01434547],0.0,[5.74643877],[5.74643877]
1.5,-0.5,[0.00133065],[5.75408529],[0.01082645],[0.00928947],[0.76573768],[-0.01703977],0.0,[5.75408529],[5.75408529]
1.5,-0.5,[0.01332613],[5.83076497],[0.01081697],[0.00931638],[0.73652567],[-0.01414627],0.0,[5.83076497],[5.83076497]
[1.43097215],[-0.43097215],[-0.01941669],[5.71755084],[0.01082946],[0.00940144],[0.49470337],[-0.00505762],0.0,[5.71755084],[5.71755084]
[1.35580029],[-0.35580029],[0.00240097],[5.73127849],[0.01080047],[0.0093773],[0.43806042],[-0.00762835],0.0,[5.73127849],[5.73127849]
[1.40498988],[-0.40498988],[-0.0030802],[5.71362498],[0.01077207],[0.00935433],[0.47106593],[-0.01008143],0.0,[5.71362498],[5.71362498]
[1.33113992],[-0.33113992],[-0.01336094],[5.63728561],[0.01076534],[0.00938098],[0.41644668],[-0.00723655],0.0,[5.63728561],[5.63728561]
[0.95615495],[0.04384505],[-0.02185413],[5.51408762],[0.01080411],[0.00949422],[0.08917077],[0.0047621],0.0,[5.51408762],[5.51408762]
[0.86843625],[0.13156375],[-0.00227777],[5.5015278],[0.01077589],[0.00946964],[-0.00967077],[0.00217025],0.0,[5.5015278],[5.5015278]
[0.87858637],[0.12141363],[0.00361893],[5.52143744],[0.01075067],[0.00944743],[-0.00039343],[-0.00017768],0.0,[5.52143744],[5.52143744]
[0.83102918],[0.16897082],[-0.0128397],[5.45054386],[0.0107758],[0.00946936],[-0.05370829],[0.00214046],0.0,[5.45054386],[5.45054386]
[0.8691166],[0.1308834],[0.00023868],[5.45184477],[0.01074622],[0.00944337],[-0.01164493],[-0.00060837],0.0,[5.45184477],[5.45184477]
[0.93367933],[0.06632067],[0.00509758],[5.47963597],[0.01072543],[0.00942499],[0.05807499],[-0.0025559],0.0,[5.47963597],[5.47963597]
[1.03504192],[-0.03504192],[-0.00202943],[5.46851541],[0.0106972],[0.0094003],[0.15850293],[-0.00517862],0.0,[5.46851541],[5.46851541]
[1.16890003],[-0.16890003],[-0.00036679],[5.46650963],[0.01066785],[0.00937452],[0.27737651],[-0.007925],0.0,[5.46650963],[5.46650963]
[1.09770569],[-0.09770569],[-0.01560024],[5.38123076],[0.01068422],[0.00941991],[0.21606973],[-0.00309526],0.0,[5.38123076],[5.38123076]
[1.08998243],[-0.08998243],[0.00776043],[5.42299144],[0.01066778],[0.0094116],[0.20746912],[-0.00397737],0.0,[5.42299144],[5.42299144]
[1.16550786],[-0.16550786],[-0.00052457],[5.4201467],[0.01063854],[0.00938583],[0.27171921],[-0.00671939],0.0,[5.4201467],[5.4201467]
[1.11404495],[-0.11404495],[0.01367124],[5.49424684],[0.01064496],[0.00941467],[0.22716302],[-0.00365214],0.0,[5.49424684],[5.49424684]
[1.12141692],[-0.12141692],[0.0073176],[5.53445152],[0.01062691],[0.00940444],[0.23206186],[-0.00473921],0.0,[5.53445152],[5.53445152]
[1.17502051],[-0.17502051],[0.00584473],[5.56679892],[0.01060479],[0.00938859],[0.27667097],[-0.0064256],0.0,[5.56679892],[5.56679892]
[1.26551562],[-0.26551562],[0.00495418],[5.59437785],[0.01058032],[0.00936999],[0.34855478],[-0.00840877],0.0,[5.59437785],[5.59437785]
[1.34498349],[-0.34498349],[-0.00763248],[5.55167888],[0.01056062],[0.00936134],[0.40759252],[-0.00933261],0.0,[5.55167888],[5.55167888]
[1.42890175],[-0.42890175],[-0.0071202],[5.51214981],[0.0105388],[0.00935051],[0.46604906],[-0.01049011],0.0,[5.51214981],[5.51214981]
[1.32747181],[-0.32747181],[0.01480548],[5.59375985],[0.01053808],[0.00938908],[0.39235041],[-0.00637303],0.0,[5.59375985],[5.59375985]
[1.37416533],[-0.37416533],[0.00034554],[5.59569273],[0.01050915],[0.00936333],[0.42417228],[-0.00911988],0.0,[5.59569273],[5.59569273]
[1.15838164],[-0.15838164],[-0.01806171],[5.49462494],[0.01052513],[0.00943296],[0.25486881],[-0.00171131],0.0,[5.49462494],[5.49462494]
[1.04734371],[-0.04734371],[-0.01052727],[5.43678151],[0.01051768],[0.0094393],[0.15339449],[-0.0010384],0.0,[5.43678151],[5.43678151]
[0.93737295],[0.06262705],[-0.01289118],[5.36669498],[0.0105283],[0.00946168],[0.04347177],[0.00132902],0.0,[5.36669498],[5.36669498]
[0.95099863],[0.04900137],[-0.00163003],[5.35794713],[0.01050018],[0.00943646],[0.05522868],[-0.00133971],0.0,[5.35794713],[5.35794713]
[0.98611976],[0.01388024],[0.00716701],[5.39634757],[0.01048617],[0.0094255],[0.09015923],[-0.0025018],0.0,[5.39634757],[5.39634757]
[0.92162484],[0.07837516],[-0.01401708],[5.32070653],[0.01051025],[0.00945677],[0.0248131],[0.00081066],0.0,[5.32070653],[5.32070653]
[0.86838841],[0.13161159],[-0.01110481],[5.26162106],[0.01051939],[0.0094666],[-0.03381718],[0.00184895],0.0,[5.26162106],[5.26162106]
[0.89448253],[0.10551747],[-0.00396164],[5.2407764],[0.01049598],[0.00944516],[-0.00643789],[-0.00041883],0.0,[5.2407764],[5.2407764]
[0.88956882],[0.11043118],[0.01063971],[5.29653672],[0.01050406],[0.00945212],[-0.01117745],[0.00031834],0.0,[5.29653672],[5.29653672]
[0.93182907],[0.06817093],[0.0053224],[5.32472704],[0.01048452],[0.0094344],[0.03337309],[-0.00155847],0.0,[5.32472704],[5.32472704]
[0.941699],[0.058301],[0.01019521],[5.37901373],[0.01048702],[0.00943874],[0.0441475],[-0.00109844],0.0,[5.37901373],[5.37901373]
[0.78278516],[0.21721484],[0.0181537],[5.47666272],[0.01055514],[0.00950836],[-0.13420486],[0.00625114],0.0,[5.47666272],[5.47666272]
[0.73903726],[0.26096274],[0.00705114],[5.51527941],[0.01054708],[0.00949662],[-0.19247887],[0.00501506],0.0,[5.51527941],[5.51527941]
[0.76897779],[0.23102221],[0.00181594],[5.52529483],[0.01051962],[0.00947149],[-0.15537233],[0.00236532],0.0,[5.52529483],[5.52529483]
[0.83853342],[0.16146658],[0.00207248],[5.53674591],[0.01049256],[0.00944672],[-0.07135548],[-0.00025323],0.0,[5.53674591],[5.53674591]
[0.93895688],[0.06104312],[0.00071193],[5.54068769],[0.01046391],[0.00942092],[0.03902593],[-0.00298815],0.0,[5.54068769],[5.54068769]
[1.02381847],[-0.02381847],[-0.007068],[5.50152609],[0.01045009],[0.00940962],[0.12422927],[-0.00418865],0.0,[5.50152609],[5.50152609]
[0.93547587],[0.06452413],[0.01601689],[5.58964344],[0.01048564],[0.00945846],[0.03738577],[0.00098915],0.0,[5.58964344],[5.58964344]
[0.96125124],[0.03874876],[-0.00106834],[5.58367178],[0.01045718],[0.00943281],[0.06184894],[-0.00172624],0.0,[5.58367178],[5.58367178]
[0.78830648],[0.21169352],[0.01885421],[5.68894749],[0.01052911],[0.00951],[-0.12964564],[0.0064228],0.0,[5.68894749],[5.68894749]
[0.76781309],[0.23218691],[0.00162258],[5.69817827],[0.01050125],[0.00948464],[-0.15863548],[0.00375251],0.0,[5.69817827],[5.69817827]
[0.81222933],[0.18777067],[0.00098618],[5.70379769],[0.01047281],[0.00945887],[-0.10511123],[0.00103174],0.0,[5.70379769],[5.70379769]
[0.89553519],[0.10446481],[0.00088981],[5.70887299],[0.01044434],[0.00943311],[-0.01019471],[-0.00169444],0.0,[5.70887299],[5.70887299]
[0.96728289],[0.03271711],[0.00721488],[5.75006184],[0.01043265],[0.00942237],[0.06575566],[-0.00283412],0.0,[5.75006184],[5.75006184]
[1.07493784],[-0.07493784],[-0.00222057],[5.73729345],[0.01040539],[0.00939793],[0.16866631],[-0.00543154],0.0,[5.73729345],[5.73729345]
[1.19952062],[-0.19952062],[0.00407282],[5.76066043],[0.01038063],[0.00937697],[0.27594244],[-0.00766437],0.0,[5.76066043],[5.76066043]
[1.35863083],[-0.35863083],[0.00086269],[5.76563009],[0.01035226],[0.00935143],[0.39776148],[-0.01039161],0.0,[5.76563009],[5.76563009]
1.5,-0.5,[-0.00257776],[5.75076767],[0.01032474],[0.0093277],[0.52219721],[-0.01293266],0.0,[5.75076767],[5.75076767]
1.5,-0.5,[0.00120738],[5.75771102],[0.01029658],[0.0093025],[0.65202442],[-0.01563703],0.0,[5.75771102],[5.75771102]
1.5,-0.5,[-0.00076349],[5.75331507],[0.01026835],[0.00927713],[0.78523815],[-0.01836904],0.0,[5.75331507],[5.75331507]
1.5,-0.5,[0.00534461],[5.78406432],[0.01024364],[0.00926011],[0.89261908],[-0.02020503],0.0,[5.78406432],[5.78406432]
1.5,-0.5,[0.0087934],[5.83492589],[0.01022488],[0.00925761],[0.94630954],[-0.02047463],0.0,[5.83492589],[5.83492589]
1.5,-0.5,[-0.00749059],[5.79121884],[0.01020337],[0.00924884],[0.97315477],[-0.02142273],0.0,[5.79121884],[5.79121884]
1.5,-0.5,[-0.00040095],[5.78889685],[0.01017536],[0.00922348],[0.98657738],[-0.02416813],0.0,[5.78889685],[5.78889685]
1.5,-0.5,[-0.00628651],[5.75250488],[0.01015204],[0.00920992],[0.99328869],[-0.02563906],0.0,[5.75250488],[5.75250488]
1.5,-0.5,[0.01145029],[5.81837275],[0.01014014],[0.0092237],[0.99664435],[-0.02414446],0.0,[5.81837275],[5.81837275]
1.5,-0.5,[0.00641019],[5.85566962],[0.01011735],[0.00921061],[0.99832217],[-0.02556467],0.0,[5.85566962],[5.85566962]
1.5,-0.5,[0.00576553],[5.88943068],[0.01009368],[0.00919523],[0.99916109],[-0.02723568],0.0,[5.88943068],[5.88943068]
1.5,-0.5,[0.00735914],[5.93277185],[0.01007264],[0.00918616],[0.99958054],[-0.02822273],0.0,[5.93277185],[5.93277185]
1.5,-0.5,[0.02047477],[6.05424398],[0.01009609],[0.0092856],[0.93617816],[-0.01745552],0.0,[6.05424398],[6.05424398]
1.5,-0.5,[0.00462106],[6.082221],[0.01007103],[0.00926642],[0.95617578],[-0.01952347],0.0,[6.082221],[6.082221]
1.5,-0.5,[-0.00260401],[6.06638282],[0.01004414],[0.00924298],[0.97808789],[-0.02205629],0.0,[6.06638282],[6.06638282]
1.5,-0.5,[0.00825711],[6.11647361],[0.010025],[0.00923786],[0.98904394],[-0.02261054],0.0,[6.11647361],[6.11647361]
1.5,-0.5,[0.00858937],[6.16901024],[0.01000661],[0.00923443],[0.99452197],[-0.02298228],0.0,[6.16901024],[6.16901024]
1.5,-0.5,[-0.02156907],[6.03595042],[0.01003541],[0.00934661],[0.76994577],[-0.01090739],0.0,[6.03595042],[6.03595042]
1.5,-0.5,[0.0151449],[6.12736429],[0.01003602],[0.00938819],[0.54667649],[-0.00646814],0.0,[6.12736429],[6.12736429]
1.5,-0.5,[0.0028004],[6.14452337],[0.01000946],[0.0093647],[0.49767264],[-0.00897338],0.0,[6.14452337],[6.14452337]
1.5,-0.5,[0.00638833],[6.18377662],[0.00998707],[0.00935096],[0.50988811],[-0.01044207],0.0,[6.18377662],[6.18377662]
1.5,-0.5,[0.0027824],[6.20098237],[0.00996063],[0.00932755],[0.57865691],[-0.01294851],0.0,[6.20098237],[6.20098237]
1.5,-0.5,[0.00061516],[6.20479698],[0.00993333],[0.00930204],[0.681506],[-0.0156871],0.0,[6.20479698],[6.20479698]
1.5,-0.5,[-0.00436407],[6.17771884],[0.00990831],[0.00928212],[0.78652733],[-0.01783097],0.0,[6.17771884],[6.17771884]
1.5,-0.5,[-0.00867901],[6.12410236],[0.00989023],[0.00927892],[0.84766294],[-0.01817597],0.0,[6.12410236],[6.12410236]
1.5,-0.5,[-0.01232962],[6.04859454],[0.00988161],[0.00929838],[0.82583568],[-0.01608017],0.0,[6.04859454],[6.04859454]
1.5,-0.5,[-0.00469178],[6.02021587],[0.0098571],[0.00927935],[0.86614317],[-0.01812901],0.0,[6.02021587],[6.02021587]
1.5,-0.5,[0.00171496],[6.0305403],[0.00983042],[0.00925474],[0.93307159],[-0.0207854],0.0,[6.0305403],[6.0305403]
1.5,-0.5,[0.0205696],[6.15458609],[0.00985628],[0.00935422],[0.71886328],[-0.0100931],0.0,[6.15458609],[6.15458609]
1.5,-0.5,[-0.0014903],[6.14541391],[0.00982945],[0.00932918],[0.67877363],[-0.01277368],0.0,[6.14541391],[6.14541391]
1.5,-0.5,[0.00833727],[6.19664991],[0.00981125],[0.00932403],[0.67254358],[-0.01332627],0.0,[6.19664991],[6.19664991]
1.5,-0.5,[-0.00088852],[6.19114406],[0.00978438],[0.00929865],[0.737567],[-0.01605181],0.0,[6.19114406],[6.19114406]
1.5,-0.5,[0.00121113],[6.19864234],[0.00975771],[0.00927354],[0.8376736],[-0.0187556],0.0,[6.19864234],[6.19864234]
1.5,-0.5,[-0.00527286],[6.16595776],[0.00973429],[0.00925631],[0.9188368],[-0.02061528],0.0,[6.16595776],[6.16595776]
1.5,-0.5,[-0.0084964],[6.11356933],[0.00971646],[0.00925231],[0.9594184],[-0.02104736],0.0,[6.11356933],[6.11356933]
1.5,-0.5,[0.0127889],[6.19175517],[0.00971056],[0.00927539],[0.94360473],[-0.01855582],0.0,[6.19175517],[6.19175517]
1.5,-0.5,[0.0186959],[6.30751561],[0.00972814],[0.00935299],[0.72740725],[-0.0102242],0.0,[6.30751561],[6.30751561]
1.5,-0.5,[0.00317551],[6.32754521],[0.00970275],[0.00933027],[0.68012711],[-0.01265694],0.0,[6.32754521],[6.32754521]
1.5,-0.5,[0.00458927],[6.356584],[0.00967884],[0.00931085],[0.70858037],[-0.01474067],0.0,[6.356584],[6.356584]
