w,c,r_ind,R_ind,sigma_hat_risky,sigma_hat_ind,kappa,e,kappa_lev,MA_long,MA_short
[0.84911278],[0.15088722],[-0.0070854],[2.05134583],[0.00846344],[0.00950709],[-0.27372783],[0.00611734],0.0,[2.05134583],[2.05134583]
[0.79457736],[0.20542264],[0.01224577],[2.07646614],[0.00850752],[0.00952427],[-0.33491533],[0.00792206],0.0,[2.07646614],[2.07646614]
[0.81032091],[0.18967909],[0.00509743],[2.08705078],[0.00849744],[0.00950561],[-0.31648036],[0.00596091],0.0,[2.08705078],[2.08705078]
[0.85698793],[0.14301207],[0.00549105],[2.09851088],[0.00848895],[0.00948822],[-0.26148683],[0.00412987],0.0,[2.09851088],[2.09851088]
[0.94616609],[0.05383391],[0.00014697],[2.0988193],[0.00846564],[0.00946216],[-0.16524201],[0.00137994],0.0,[2.0988193],[2.0988193]
[1.04435608],[-0.04435608],[0.00507182],[2.10946413],[0.00845172],[0.00944364],[-0.06815036],[-0.00057883],0.0,[2.10946413],[2.10946413]
[1.1622426],[-0.1622426],[-0.00402764],[2.10096797],[0.00843334],[0.00942243],[0.03662391],[-0.00282796],0.0,[2.10096797],[2.10096797]
[1.30004574],[-0.30004574],[0.00383739],[2.1090302],[0.00841373],[0.00940084],[0.14634402],[-0.00512128],0.0,[2.1090302],[2.1090302]
[1.43550821],[-0.43550821],[0.005828],[2.12132164],[0.00839719],[0.00938495],[0.24349549],[-0.00681294],0.0,[2.12132164],[2.12132164]
1.5,-0.5,[0.00162127],[2.12476087],[0.00837454],[0.00935995],[0.3587782],[-0.00948122],0.0,[2.12476087],[2.12476087]
1.5,-0.5,[0.008888],[2.14364574],[0.00836307],[0.00935742],[0.42316249],[-0.00975094],0.0,[2.14364574],[2.14364574]
1.5,-0.5,[-0.00732265],[2.12794858],[0.00834793],[0.00934747],[0.48196403],[-0.01081531],0.0,[2.12794858],[2.12794858]
1.5,-0.5,[-0.00575176],[2.11570913],[0.00832984],[0.00933152],[0.55404864],[-0.01252266],0.0,[2.11570913],[2.11570913]
1.5,-0.5,[0.00441312],[2.12504602],[0.00830982],[0.00931163],[0.64344281],[-0.01465674],0.0,[2.12504602],[2.12504602]
1.5,-0.5,[0.00507776],[2.1358365],[0.00829079],[0.00929366],[0.7364166],[-0.01658781],0.0,[2.1358365],[2.1358365]
1.5,-0.5,[-0.00421943],[2.12682447],[0.00827064],[0.0092734],[0.83746289],[-0.01877018],0.0,[2.12682447],[2.12682447]
1.5,-0.5,[0.00719025],[2.14211687],[0.00825556],[0.00926325],[0.91536496],[-0.01986534],0.0,[2.14211687],[2.14211687]
1.5,-0.5,[-0.01894492],[2.10153463],[0.00828585],[0.00934378],[0.73794221],[-0.01121039],0.0,[2.10153463],[2.10153463]
1.5,-0.5,[0.02037898],[2.14436177],[0.00832415],[0.00943957],[0.39422025],[-0.00100997],0.0,[2.14436177],[2.14436177]
1.5,-0.5,[-1.11111111e-06],[2.14435939],[0.00830128],[0.00941364],[0.29112388],[-0.00376055],0.0,[2.14435939],[2.14435939]
1.5,-0.5,[-0.00336611],[2.13714123],[0.00828015],[0.0093911],[0.29952678],[-0.00615859],0.0,[2.13714123],[2.13714123]
[1.49109177],[-0.49109177],[0.01163406],[2.16200485],[0.00827737],[0.00940486],[0.26711292],[-0.00469398],0.0,[2.16200485],[2.16200485]
[1.47965765],[-0.47965765],[0.00889829],[2.181243],[0.00826646],[0.00940216],[0.25809647],[-0.0049816],0.0,[2.181243],[2.181243]
1.5,-0.5,[0.00631629],[2.19502037],[0.00824982],[0.009388],[0.29127223],[-0.00648896],0.0,[2.19502037],[2.19502037]
1.5,-0.5,[-0.00496985],[2.18411144],[0.00823081],[0.00936944],[0.35731544],[-0.00846717],0.0,[2.18411144],[2.18411144]
1.5,-0.5,[-0.00365824],[2.17612145],[0.00821019],[0.00934763],[0.4485943],[-0.01079746],0.0,[2.17612145],[2.17612145]
1.5,-0.5,[-0.00474886],[2.16578736],[0.008191],[0.00932859],[0.54521448],[-0.01283669],0.0,[2.16578736],[2.16578736]
1.5,-0.5,[0.01161369],[2.19094015],[0.00818861],[0.00934265],[0.5558703],[-0.01133052],0.0,[2.19094015],[2.19094015]
1.5,-0.5,[0.00779307],[2.2080143],[0.00817518],[0.00933485],[0.58207724],[-0.01216568],0.0,[2.2080143],[2.2080143]
1.5,-0.5,[-0.00148661],[2.20473184],[0.00815305],[0.00930986],[0.66219662],[-0.01484632],0.0,[2.20473184],[2.20473184]
1.5,-0.5,[0.00024736],[2.2052772],[0.00813067],[0.00928431],[0.77097223],[-0.01759496],0.0,[2.2052772],[2.2052772]
1.5,-0.5,[0.00371312],[2.21346567],[0.00811041],[0.00926289],[0.88310043],[-0.01990457],0.0,[2.21346567],[2.21346567]
1.5,-0.5,[-0.00148265],[2.21018388],[0.00808846],[0.0092381],[0.94155022],[-0.0225845],0.0,[2.21018388],[2.21018388]
1.5,-0.5,[-0.00321604],[2.20307584],[0.00806781],[0.0092158],[0.97077511],[-0.02500092],0.0,[2.20307584],[2.20307584]
1.5,-0.5,[-0.00570203],[2.19051384],[0.00805057],[0.00920019],[0.98538755],[-0.02669675],0.0,[2.19051384],[2.19051384]
1.5,-0.5,[-0.0017423],[2.1866973],[0.00802892],[0.00917583],[0.99269378],[-0.02934842],0.0,[2.1866973],[2.1866973]
1.5,-0.5,[-0.00564668],[2.17434972],[0.00801171],[0.00916017],[0.99634689],[-0.03105558],0.0,[2.17434972],[2.17434972]
1.5,-0.5,[0.01666562],[2.21058661],[0.00803198],[0.00921804],[0.99817344],[-0.02475883],0.0,[2.21058661],[2.21058661]
1.5,-0.5,[0.0032963],[2.21787338],[0.00801157],[0.00919596],[0.99908672],[-0.02715684],0.0,[2.21787338],[2.21787338]
1.5,-0.5,[-0.00460748],[2.20765457],[0.0079928],[0.00917704],[0.99954336],[-0.02921551],0.0,[2.20765457],[2.20765457]
1.5,-0.5,[-0.01740653],[2.16922697],[0.00801705],[0.0092422],[0.99977168],[-0.02214038],0.0,[2.16922697],[2.16922697]
1.5,-0.5,[-0.00459283],[2.15926408],[0.00799824],[0.00922309],[0.99988584],[-0.02421029],0.0,[2.15926408],[2.15926408]
1.5,-0.5,[-0.000587],[2.15799659],[0.00797633],[0.00919786],[0.99994292],[-0.02694971],0.0,[2.15799659],[2.15799659]
1.5,-0.5,[0.00896012],[2.17733249],[0.00796672],[0.00919657],[0.99997146],[-0.0270897],0.0,[2.17733249],[2.17733249]
1.5,-0.5,[-0.00507956],[2.16627261],[0.00794879],[0.00917903],[0.99998573],[-0.02899956],0.0,[2.16627261],[2.16627261]
1.5,-0.5,[0.02597847],[2.22254905],[0.00803009],[0.00935386],[0.75327696],[-0.01013136],0.0,[2.22254905],[2.22254905]
1.5,-0.5,[-0.00090396],[2.22053996],[0.00800815],[0.00932841],[0.6980432],[-0.01285619],0.0,[2.22053996],[2.22053996]
1.5,-0.5,[0.0079685],[2.23823432],[0.00799585],[0.00932149],[0.6889769],[-0.01359821],0.0,[2.23823432],[2.23823432]
1.5,-0.5,[0.00837129],[2.25697124],[0.00798459],[0.00931654],[0.69771891],[-0.01412922],0.0,[2.25697124],[2.25697124]
1.5,-0.5,[0.00432865],[2.26674088],[0.00796553],[0.00929648],[0.75597816],[-0.01628475],0.0,[2.26674088],[2.26674088]
1.5,-0.5,[0.00724995],[2.28317464],[0.00795172],[0.00928648],[0.81200599],[-0.01736068],0.0,[2.28317464],[2.28317464]
1.5,-0.5,[-0.0003256],[2.28243124],[0.00792989],[0.00926101],[0.90600299],[-0.02010787],0.0,[2.28243124],[2.28243124]
1.5,-0.5,[-0.00073069],[2.28076349],[0.00790819],[0.00923573],[0.9530015],[-0.02284128],0.0,[2.28076349],[2.28076349]
1.5,-0.5,[0.00624613],[2.29500943],[0.0078925],[0.00922197],[0.97650075],[-0.02433192],0.0,[2.29500943],[2.29500943]
1.5,-0.5,[-0.01325192],[2.26459615],[0.00789797],[0.00924887],[0.98825037],[-0.02141922],0.0,[2.26459615],[2.26459615]
1.5,-0.5,[-0.00065331],[2.26311666],[0.00787634],[0.00922359],[0.99412519],[-0.02415605],0.0,[2.26311666],[2.26311666]
1.5,-0.5,[-0.00407907],[2.25388526],[0.00785729],[0.00920322],[0.99706259],[-0.02636748],0.0,[2.25388526],[2.25388526]
1.5,-0.5,[0.00924016],[2.27471152],[0.00784898],[0.00920342],[0.9985313],[-0.02634542],0.0,[2.27471152],[2.27471152]
1.5,-0.5,[0.00081193],[2.27655842],[0.00782753],[0.00917834],[0.99926565],[-0.02907454],0.0,[2.27655842],[2.27655842]
1.5,-0.5,[0.00073013],[2.27822061],[0.00780611],[0.00915329],[0.99963282],[-0.03180767],0.0,[2.27822061],[2.27822061]
1.5,-0.5,[0.00389565],[2.28709575],[0.00778704],[0.0091327],[0.99981641],[-0.0340589],0.0,[2.28709575],[2.28709575]
1.5,-0.5,[-0.01984108],[2.24171731],[0.00782721],[0.00922542],[0.99990821],[-0.02395785],0.0,[2.24171731],[2.24171731]
1.5,-0.5,[0.01600161],[2.2775884],[0.0078456],[0.00927611],[0.96191682],[-0.01847851],0.0,[2.2775884],[2.2775884]
1.5,-0.5,[0.00852562],[2.29700625],[0.00783537],[0.00927216],[0.95357311],[-0.01890459],0.0,[2.29700625],[2.29700625]
1.5,-0.5,[-0.00258507],[2.29106832],[0.00781489],[0.00924867],[0.97678656],[-0.02144083],0.0,[2.29106832],[2.29106832]
1.5,-0.5,[-0.00574298],[2.27791076],[0.00779858],[0.00923307],[0.98839328],[-0.02312905],0.0,[2.27791076],[2.27791076]
1.5,-0.5,[0.00413867],[2.28733828],[0.00777984],[0.00921281],[0.99419664],[-0.02532576],0.0,[2.28733828],[2.28733828]
1.5,-0.5,[0.00105273],[2.28974623],[0.00775865],[0.00918784],[0.99709832],[-0.02804033],0.0,[2.28974623],[2.28974623]
1.5,-0.5,[-0.01229964],[2.26158317],[0.00776113],[0.00920778],[0.99854916],[-0.02587232],0.0,[2.26158317],[2.26158317]
1.5,-0.5,[-0.03238832],[2.1883343],[0.00790331],[0.00949068],[0.38954795],[0.00438907],0.0,[2.1883343],[2.1883343]
[1.33248941],[-0.33248941],[-0.00783856],[2.17118091],[0.0078911],[0.0094824],[0.1068634],[0.00351642],0.0,[2.17118091],[2.17118091]
[1.17150793],[-0.17150793],[0.00863669],[2.18993272],[0.00788405],[0.00947796],[-0.02278669],[0.00304874],0.0,[2.18993272],[2.18993272]
[1.06495088],[-0.06495088],[-0.0113173],[2.1651486],[0.00789489],[0.00948903],[-0.11677655],[0.00421533],0.0,[2.1651486],[2.1651486]
[0.98229191],[0.01770809],[0.0114625],[2.18996661],[0.00791346],[0.00950097],[-0.19522197],[0.00547335],0.0,[2.18996661],[2.18996661]
[0.98390927],[0.01609073],[-0.00615658],[2.17648392],[0.00790537],[0.00948584],[-0.19460021],[0.00387957],0.0,[2.17648392],[2.17648392]
[0.71871357],[0.28128643],[-0.02196545],[2.12867646],[0.0080552],[0.00959867],[-0.48989549],[0.01570382],0.0,[2.12867646],[2.12867646]
[0.65275829],[0.34724171],[0.00492402],[2.1391581],[0.00804908],[0.00957925],[-0.58691124],[0.01367854],0.0,[2.1391581],[2.1391581]
[0.66753923],[0.33246077],[-0.0008506],[2.13733853],[0.00802755],[0.00955315],[-0.56719818],[0.0109497],0.0,[2.13733853],[2.13733853]
[0.67696087],[0.32303913],[0.00890675],[2.15637527],[0.00806626],[0.00954972],[-0.5483723],[0.01059093],0.0,[2.15637527],[2.15637527]
[0.68708348],[0.31291652],[0.00883753],[2.17543231],[0.00810201],[0.00954596],[-0.52910858],[0.0101969],0.0,[2.17543231],[2.17543231]
[0.74459396],[0.25540604],[0.00095042],[2.17749989],[0.0080804],[0.00952],[-0.45139562],[0.00747365],0.0,[2.17749989],[2.17749989]
[0.78581696],[0.21418304],[0.00822459],[2.19540894],[0.00809963],[0.00951337],[-0.39513429],[0.00677746],0.0,[2.19540894],[2.19540894]
[0.86785522],[0.13214478],[0.00064461],[2.19682412],[0.00807761],[0.00948736],[-0.29855559],[0.00403954],0.0,[2.19682412],[2.19682412]
[0.9641295],[0.0358705],[0.00421572],[2.20608531],[0.00806345],[0.00946645],[-0.19510908],[0.00183325],0.0,[2.20608531],[2.20608531]
[1.06743487],[-0.06743487],[0.00513208],[2.21740713],[0.00805096],[0.0094481],[-0.09487105],[-0.00010734],0.0,[2.21740713],[2.21740713]
[1.20295652],[-0.20295652],[0.00161438],[2.22098687],[0.00802963],[0.0094229],[0.02199954],[-0.0027774],0.0,[2.22098687],[2.22098687]
[1.30143661],[-0.30143661],[-0.00798229],[2.2032583],[0.00802264],[0.0094156],[0.09981526],[-0.00355262],0.0,[2.2032583],[2.2032583]
[1.39176992],[-0.39176992],[0.00735021],[2.21945272],[0.00801153],[0.00940551],[0.16553746],[-0.00462519],0.0,[2.21945272],[2.21945272]
1.5,-0.5,[-0.00075248],[2.21778262],[0.00798963],[0.00937984],[0.26672181],[-0.00735812],0.0,[2.21778262],[2.21778262]
1.5,-0.5,[0.00632085],[2.23180089],[0.00797379],[0.00936578],[0.35480509],[-0.00885777],0.0,[2.23180089],[2.23180089]
1.5,-0.5,[0.00072511],[2.23341919],[0.00795197],[0.00934021],[0.46719802],[-0.01159182],0.0,[2.23341919],[2.23341919]
1.5,-0.5,[-9.72222222e-07],[2.23341702],[0.00793013],[0.00931456],[0.59215908],[-0.0143424],0.0,[2.23341702],[2.23341702]
1.5,-0.5,[0.00798495],[2.25125073],[0.00791817],[0.00930778],[0.67283331],[-0.01507015],0.0,[2.25125073],[2.25125073]
1.5,-0.5,[0.00320906],[2.25847513],[0.00789801],[0.00928526],[0.77374128],[-0.01749299],0.0,[2.25847513],[2.25847513]
1.5,-0.5,[-0.01000939],[2.23586918],[0.00789181],[0.00928938],[0.81308706],[-0.01704866],0.0,[2.23586918],[2.23586918]
1.5,-0.5,[0.02200402],[2.28506729],[0.00794478],[0.00940614],[0.52049877],[-0.00455821],0.0,[2.28506729],[2.28506729]
1.5,-0.5,[-0.0006364],[2.28361307],[0.00792302],[0.00938042],[0.44265358],[-0.00729617],0.0,[2.28361307],[2.28361307]
1.5,-0.5,[0.00429025],[2.29341034],[0.0079041],[0.00936005],[0.45808008],[-0.00947013],0.0,[2.29341034],[2.29341034]
1.5,-0.5,[0.00094995],[2.29558897],[0.00788253],[0.0093346],[0.53384771],[-0.01219231],0.0,[2.29558897],[2.29558897]
1.5,-0.5,[-0.0006349],[2.2941315],[0.00786094],[0.00930908],[0.64017714],[-0.01493013],0.0,[2.2941315],[2.2941315]
1.5,-0.5,[-0.00744872],[2.27704315],[0.00784797],[0.00929989],[0.71803638],[-0.01591791],0.0,[2.27704315],[2.27704315]
1.5,-0.5,[0.00015793],[2.27740277],[0.00782642],[0.00927435],[0.82571071],[-0.0186677],0.0,[2.27740277],[2.27740277]
1.5,-0.5,[-0.01695937],[2.23877946],[0.00784971],[0.00933379],[0.71983837],[-0.01227932],0.0,[2.23877946],[2.23877946]
1.5,-0.5,[-0.00410803],[2.22958248],[0.00783077],[0.00931313],[0.72231685],[-0.01449591],0.0,[2.22958248],[2.22958248]
1.5,-0.5,[0.01372616],[2.26018609],[0.00783863],[0.00934302],[0.64342632],[-0.01129072],0.0,[2.26018609],[2.26018609]
1.5,-0.5,[0.01104133],[2.28514156],[0.00783609],[0.00935318],[0.57681428],[-0.01020404],0.0,[2.28514156],[2.28514156]
1.5,-0.5,[-0.00826227],[2.2662611],[0.00782521],[0.00934755],[0.55858115],[-0.01080696],0.0,[2.2662611],[2.2662611]
1.5,-0.5,[0.00878531],[2.28617089],[0.00781576],[0.00934455],[0.55746849],[-0.01112712],0.0,[2.28617089],[2.28617089]
1.5,-0.5,[-0.0056393],[2.2732785],[0.00779926],[0.00932824],[0.60058928],[-0.0128742],0.0,[2.2732785],[2.2732785]
1.5,-0.5,[-0.00629887],[2.2589594],[0.00778406],[0.00931431],[0.65951348],[-0.01436875],0.0,[2.2589594],[2.2589594]
1.5,-0.5,[0.0074043],[2.27568542],[0.00777128],[0.0093049],[0.71424202],[-0.01537941],0.0,[2.27568542],[2.27568542]
1.5,-0.5,[-0.01120146],[2.25019442],[0.00776965],[0.00931636],[0.71084055],[-0.01414878],0.0,[2.25019442],[2.25019442]
1.5,-0.5,[-0.00258093],[2.24438683],[0.00774935],[0.00929274],[0.77261354],[-0.01668773],0.0,[2.24438683],[2.24438683]
1.5,-0.5,[0.0063776],[2.25870064],[0.00773448],[0.00927924],[0.83982889],[-0.01814088],0.0,[2.25870064],[2.25870064]
1.5,-0.5,[0.01270302],[2.28739296],[0.0077387],[0.00930146],[0.81363881],[-0.01574897],0.0,[2.28739296],[2.28739296]
1.5,-0.5,[0.00988536],[2.31000466],[0.00773287],[0.00930477],[0.79166705],[-0.01539391],0.0,[2.31000466],[2.31000466]
1.5,-0.5,[0.00482961],[2.32116107],[0.00771532],[0.0092861],[0.83088269],[-0.01740197],0.0,[2.32116107],[2.32116107]
1.5,-0.5,[-0.00142146],[2.31786163],[0.00769445],[0.00926119],[0.91544135],[-0.02008793],0.0,[2.31786163],[2.31786163]
1.5,-0.5,[-0.01778234],[2.27664463],[0.00772338],[0.0093292],[0.77701731],[-0.01277187],0.0,[2.27664463],[2.27664463]
1.5,-0.5,[-0.01719585],[2.23749579],[0.00774882],[0.00939035],[0.54446705],[-0.00623834],0.0,[2.23749579],[2.23749579]
1.5,-0.5,[0.00671385],[2.25251801],[0.00773465],[0.00937775],[0.46175764],[-0.00758096],0.0,[2.25251801],[2.25251801]
1.5,-0.5,[0.01610747],[2.28880037],[0.00775431],[0.00942778],[0.28737406],[-0.00225981],0.0,[2.28880037],[2.28880037]
[0.83837947],[0.16162053],[-0.03195512],[2.21566149],[0.00789234],[0.00969523],[-0.35631297],[0.02571308],0.0,[2.21566149],[2.21566149]
[0.60723962],[0.39276038],[-0.00741738],[2.19922709],[0.00789789],[0.00968419],[-0.67815649],[0.02457428],0.0,[2.19922709],[2.19922709]
[0.51700243],[0.48299757],[0.00475664],[2.20968802],[0.00789753],[0.00966402],[-0.83907824],[0.02248866],0.0,[2.20968802],[2.20968802]
[0.47724642],[0.52275358],[0.00373767],[2.2179471],[0.00789401],[0.00964145],[-0.91953912],[0.02015049],0.0,[2.2179471],[2.2179471]
[0.47982107],[0.52017893],[0.00486742],[2.22874277],[0.00790847],[0.00962172],[-0.91232891],[0.01810237],0.0,[2.22874277],[2.22874277]
[0.51698549],[0.48301451],[0.00074458],[2.23040226],[0.00788758],[0.00959545],[-0.84037213],[0.01536831],0.0,[2.23040226],[2.23040226]
[0.57380606],[0.42619394],[0.00187568],[2.23458579],[0.00787049],[0.0095701],[-0.73826367],[0.0127231],0.0,[2.23458579],[2.23458579]
[0.64529436],[0.35470564],[0.00240957],[2.23997019],[0.00785503],[0.00954548],[-0.62281535],[0.01014734],0.0,[2.23997019],[2.23997019]
[0.73319811],[0.26680189],[-0.00133056],[2.23698979],[0.00783494],[0.00951977],[-0.49766629],[0.00745034],0.0,[2.23698979],[2.23698979]
[0.83669645],[0.16330355],[0.00155606],[2.24047068],[0.007815],[0.00949432],[-0.36816932],[0.00477345],0.0,[2.24047068],[2.24047068]
[0.92124845],[0.07875155],[-0.00694949],[2.22490055],[0.00781778],[0.00948223],[-0.27154525],[0.00349842],0.0,[2.22490055],[2.22490055]
[1.03064796],[-0.03064796],[0.00304752],[2.23168098],[0.00780016],[0.00945887],[-0.16158909],[0.00103266],0.0,[2.23168098],[2.23168098]
[1.15149576],[-0.15149576],[0.00438345],[2.24146344],[0.00778511],[0.00943848],[-0.05264622],[-0.00112593],0.0,[2.24146344],[2.24146344]
[1.28861742],[-0.28861742],[0.00408444],[2.25061857],[0.00776817],[0.00941741],[0.05768366],[-0.00336027],0.0,[2.25061857],[2.25061857]
[1.46186559],[-0.46186559],[-0.00081646],[2.24878104],[0.00774697],[0.00939174],[0.18109494],[-0.00609012],0.0,[2.24878104],[2.24878104]
1.5,-0.5,[-0.00123581],[2.24600197],[0.00772595],[0.00936639],[0.31037132],[-0.00879295],0.0,[2.24600197],[2.24600197]
1.5,-0.5,[0.0026934],[2.25205136],[0.00770587],[0.00934279],[0.43807353],[-0.01131551],0.0,[2.25205136],[2.25205136]
1.5,-0.5,[-0.01297604],[2.22282867],[0.00771137],[0.00936657],[0.43838001],[-0.00877373],0.0,[2.22282867],[2.22282867]
1.5,-0.5,[0.00821893],[2.24109794],[0.00770089],[0.00936066],[0.45431822],[-0.00940513],0.0,[2.24109794],[2.24109794]
1.5,-0.5,[-0.00095386],[2.23896024],[0.00767988],[0.00933521],[0.53033594],[-0.01212707],0.0,[2.23896024],[2.23896024]
1.5,-0.5,[0.00269941],[2.2450041],[0.00765995],[0.00931172],[0.63134508],[-0.01464708],0.0,[2.2450041],[2.2450041]
1.5,-0.5,[0.0132377],[2.27472279],[0.00766683],[0.00933776],[0.61202944],[-0.01185428],0.0,[2.27472279],[2.27472279]
1.5,-0.5,[0.0020418],[2.27936732],[0.00764643],[0.00931334],[0.66783979],[-0.014473],0.0,[2.27936732],[2.27936732]
1.5,-0.5,[-0.00745564],[2.26237318],[0.00763431],[0.00930416],[0.72039799],[-0.01545912],0.0,[2.26237318],[2.26237318]
1.5,-0.5,[-0.01293578],[2.23310761],[0.00764008],[0.00932794],[0.68285928],[-0.01290641],0.0,[2.23310761],[2.23310761]
1.5,-0.5,[0.00548767],[2.24536217],[0.00762392],[0.0093112],[0.70901208],[-0.0147033],0.0,[2.24536217],[2.24536217]
1.5,-0.5,[0.00499273],[2.25657266],[0.00760697],[0.00929298],[0.77104325],[-0.01666149],0.0,[2.25657266],[2.25657266]
1.5,-0.5,[-0.00940217],[2.23535599],[0.00760027],[0.00929358],[0.80043803],[-0.01659666],0.0,[2.23535599],[2.23535599]
1.5,-0.5,[0.01255956],[2.26343108],[0.00760473],[0.00931462],[0.75859623],[-0.01433509],0.0,[2.26343108],[2.26343108]
1.5,-0.5,[0.003783],[2.27199364],[0.00758614],[0.00929326],[0.7950714],[-0.01663093],0.0,[2.27199364],[2.27199364]
1.5,-0.5,[0.00636866],[2.2864632],[0.00757184],[0.00927973],[0.84973223],[-0.01808786],0.0,[2.2864632],[2.2864632]
1.5,-0.5,[0.00923899],[2.30758781],[0.00756481],[0.00927951],[0.87766354],[-0.0181119],0.0,[2.30758781],[2.30758781]
1.5,-0.5,[-0.00132454],[2.30453133],[0.00754432],[0.00925454],[0.93883177],[-0.02080629],0.0,[2.30453133],[2.30453133]
1.5,-0.5,[0.00755452],[2.32194095],[0.00753284],[0.00924607],[0.96941588],[-0.02172233],0.0,[2.32194095],[2.32194095]
1.5,-0.5,[0.00263525],[2.32805984],[0.00751328],[0.00922274],[0.98470794],[-0.02424892],0.0,[2.32805984],[2.32805984]
1.5,-0.5,[0.00185499],[2.33237837],[0.0074932],[0.00919843],[0.99235397],[-0.02688793],0.0,[2.33237837],[2.33237837]
1.5,-0.5,[-0.00092858],[2.33021257],[0.00747276],[0.00917342],[0.99617699],[-0.02961041],0.0,[2.33021257],[2.33021257]
1.5,-0.5,[0.00270509],[2.336516],[0.00745343],[0.00915042],[0.99808849],[-0.03212121],0.0,[2.336516],[2.336516]
1.5,-0.5,[0.00995576],[2.35977779],[0.0074492],[0.00915503],[0.99904425],[-0.03161738],0.0,[2.35977779],[2.35977779]
1.5,-0.5,[0.00758971],[2.37768781],[0.00743819],[0.00914717],[0.99952212],[-0.03247594],0.0,[2.37768781],[2.37768781]
1.5,-0.5,[0.00167718],[2.38167562],[0.00741822],[0.00912289],[0.99976106],[-0.0351338],0.0,[2.38167562],[2.38167562]
1.5,-0.5,[-0.00030645],[2.38094575],[0.00739786],[0.00909786],[0.99988053],[-0.03788127],0.0,[2.38094575],[2.38094575]
1.5,-0.5,[-0.00480324],[2.36950949],[0.00738135],[0.00907984],[0.99994027],[-0.03986365],0.0,[2.36950949],[2.36950949]
1.5,-0.5,[-0.01101183],[2.34341685],[0.00738112],[0.00909156],[0.99997013],[-0.03857382],0.0,[2.34341685],[2.34341685]
1.5,-0.5,[0.00485122],[2.35478527],[0.00736475],[0.00907371],[0.99998507],[-0.0405397],0.0,[2.35478527],[2.35478527]
1.5,-0.5,[0.0013805],[2.35803605],[0.00734483],[0.00904936],[0.99999253],[-0.04322645],0.0,[2.35803605],[2.35803605]
1.5,-0.5,[0.00352756],[2.36635417],[0.00732673],[0.00902829],[0.99999627],[-0.04555809],0.0,[2.36635417],[2.36635417]
1.5,-0.5,[0.01170793],[2.39405928],[0.00732945],[0.00904515],[0.99999813],[-0.04369164],0.0,[2.39405928],[2.39405928]
1.5,-0.5,[0.00121374],[2.39696505],[0.00730956],[0.00902076],[0.99999907],[-0.04639257],0.0,[2.39696505],[2.39696505]
1.5,-0.5,[0.00280589],[2.40369066],[0.0072908],[0.00899838],[0.99999953],[-0.04887637],0.0,[2.40369066],[2.40369066]
1.5,-0.5,[0.00030165],[2.40441574],[0.00727079],[0.00897369],[0.99999977],[-0.05162385],0.0,[2.40441574],[2.40441574]
1.5,-0.5,[-0.00901585],[2.38273788],[0.00726447],[0.00897392],[0.99999988],[-0.05159801],0.0,[2.38273788],[2.38273788]
1.5,-0.5,[0.00612106],[2.39732277],[0.00725082],[0.00896075],[0.99999994],[-0.053067],0.0,[2.39732277],[2.39732277]
1.5,-0.5,[-0.00106808],[2.39476224],[0.0072311],[0.00893649],[0.99999997],[-0.0557784],0.0,[2.39476224],[2.39476224]
1.5,-0.5,[0.00457476],[2.40571769],[0.00721477],[0.00891838],[0.99999999],[-0.05780669],0.0,[2.40571769],[2.40571769]
1.5,-0.5,[-0.00197829],[2.40095848],[0.00719562],[0.00889509],[0.99999999],[-0.06042158],0.0,[2.40095848],[2.40095848]
1.5,-0.5,[0.00989646],[2.42471946],[0.00719248],[0.00890089],[1.],[-0.05976965],0.0,[2.42471946],[2.42471946]
1.5,-0.5,[0.00143682],[2.42820335],[0.00717307],[0.00887708],[1.],[-0.06244836],0.0,[2.42820335],[2.42820335]
1.5,-0.5,[0.00770651],[2.44691633],[0.00716349],[0.00887108],[1.],[-0.06312454],0.0,[2.44691633],[2.44691633]
1.5,-0.5,[-0.00496365],[2.4347707],[0.00714801],[0.00885435],[1.],[-0.06501235],0.0,[2.4347707],[2.4347707]
1.5,-0.5,[-0.00965686],[2.41125846],[0.0071443],[0.00885895],[1.],[-0.06449286],0.0,[2.41125846],[2.41125846]
1.5,-0.5,[0.00668002],[2.4273657],[0.00713231],[0.00884846],[1.],[-0.06567766],0.0,[2.4273657],[2.4273657]
1.5,-0.5,[-0.00672861],[2.41103291],[0.00712048],[0.00883821],[1.],[-0.06683588],0.0,[2.41103291],[2.41103291]
1.5,-0.5,[0.00258085],[2.41725544],[0.00710206],[0.00881601],[1.],[-0.06935133],0.0,[2.41725544],[2.41725544]
1.5,-0.5,[0.00719897],[2.43465719],[0.00709147],[0.00880795],[1.],[-0.07026614],0.0,[2.43465719],[2.43465719]
1.5,-0.5,[-0.00271633],[2.42804385],[0.00707326],[0.00878606],[1.],[-0.07275447],0.0,[2.42804385],[2.42804385]
1.5,-0.5,[0.00604412],[2.44271923],[0.00706015],[0.00877335],[1.],[-0.07420149],0.0,[2.44271923],[2.44271923]
1.5,-0.5,[-0.01723753],[2.40061279],[0.00709201],[0.00884192],[1.],[-0.06641658],0.0,[2.40061279],[2.40061279]
1.5,-0.5,[0.01477066],[2.43607143],[0.00711005],[0.00888524],[1.],[-0.06152872],0.0,[2.43607143],[2.43607143]
1.5,-0.5,[-0.00279134],[2.42927153],[0.00709185],[0.00886325],[1.],[-0.06400716],0.0,[2.42927153],[2.42927153]
